Reporting date,Card Type,Category,Series Description,Sector,Sub-sector, ObservationType , Observation Scale,Value
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,6977
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,4881
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,1287
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,40265
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2907447
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1240634
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,290195
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,157423
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,457868
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1091191
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,124256
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,168456
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,35251
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,139903
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,253075
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,354097
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,505246
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,304394
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,175989
2020-07,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,912672
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2429483
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1118643
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,238018
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,113081
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,347870
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,869117
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,96860
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,162052
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,52780
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,102800
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,209089
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,240057
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,493728
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,316316
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,157621
2020-08,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,761535
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,354770
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,110435
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,47219
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,26995
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,70835
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,176378
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,4444
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,60659
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,14485
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,24812
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,27732
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,43323
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,61497
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,37441
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,18505
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,95468
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,63827
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,2810
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,12612
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,42027
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,5502
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,7955
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,19629
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,7087
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,5079
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,1252
2020-08,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,21842
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2848080
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1229078
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,288047
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,152688
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,418705
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1087522
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,106806
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,230666
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,67265
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,127612
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,236821
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,303009
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,562312
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,358836
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,177378
2020-08,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,878845
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2341211
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1058306
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,214632
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,116381
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,355439
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,938067
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,90387
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,115435
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,156051
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,113993
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,203978
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,252112
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,429958
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,260241
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,148273
2020-09,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,781763
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,347076
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,105596
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,44450
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,29707
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,72013
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,199980
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,-381
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,40801
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,55041
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,28163
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,27966
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,47360
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,52963
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,27656
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,19018
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,100616
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,69241
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,3150
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,14354
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,47710
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,6429
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,7479
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,22470
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,6988
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,4758
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,1311
2020-09,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,24586
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2757528
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1163902
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,262232
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,160442
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,427452
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,1185757
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,96435
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,163715
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,211092
2020-09,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,142156
